Driver,Team,GP,Rule_Era,AirTemp_p1,Humidity_p1,Pressure_p1,Rainfall_p1,laptime_sum_sectortimes_p1,LapTimeDiff_p1,Compound_p1,AirTemp_p2,Humidity_p2,Pressure_p2,Rainfall_p2,laptime_sum_sectortimes_p2,LapTimeDiff_p2,Compound_p2,AirTemp_p3,Humidity_p3,Pressure_p3,Rainfall_p3,laptime_sum_sectortimes_p3,LapTimeDiff_p3,Compound_p3,Sprint-Session,AirTemp_sprint_quali,Humidity_sprint_quali,Pressure_sprint_quali,Rainfall_sprint_quali,laptime_sum_sectortimes_sprint_quali,LapTimeDiff_sprint_quali,Compound_sprint_quali,AirTemp_quali,Humidity_quali,Pressure_quali,Rainfall_quali,Compound_quali,Season,Sprint_Race_Era,Sprint_Weekend,race_round,gp_id,Team_Lineage,Type,Direction,Circut_length,Turns,Pace_profile,Flat_out_run,Slow_turns,Medium_turns,High_speed_turns,Turn_density,Complexity_label
ZHO,Alfa Romeo,Saudi Arabian GP,Ground-Effect,26.6,56.0,1009.0,0.0,91.986,2.369000000000014,SOFT,26.1,50.0,1009.7,0.0,90.837,1.2340000000000089,SOFT,26.9,58.0,1009.0,0.0,89.917,1.4320000000000022,SOFT,,,,,,,,,27.1,41.0,1010.7,0.0,SOFT,2023,2023-2026,0,2,103,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Anti-clockwise,6.17,27,Very high-speed,1050,3,7,17,4.37,Very twisty
NOR,McLaren,Saudi Arabian GP,Ground-Effect,26.6,56.0,1009.0,0.0,92.149,2.5320000000000107,SOFT,26.1,50.0,1009.7,0.0,90.721,1.1180000000000092,SOFT,26.9,58.0,1009.0,0.0,89.69,1.2049999999999983,SOFT,,,,,,,,,27.0,49.0,1010.2,0.0,SOFT,2023,2023-2026,0,2,103,McLaren,Street,Anti-clockwise,6.17,27,Very high-speed,1050,3,7,17,4.37,Very twisty
LEC,Ferrari,Singapore GP,Ground-Effect,31.1,65.0,1008.2,0.0,93.35,0.0,SOFT,29.9,72.0,1010.5,0.0,92.138,0.0180000000000006,SOFT,30.8,71.0,1007.7,0.0,92.381,0.3160000000000025,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Ferrari,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
SAI,Ferrari,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,93.428,0.0780000000000029,SOFT,29.9,72.0,1010.5,0.0,92.12,0.0,SOFT,30.9,71.0,1007.7,0.0,92.065,0.0,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Ferrari,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
VER,Red Bull Racing,Singapore GP,Ground-Effect,31.1,65.0,1008.2,0.0,93.476,0.1260000000000047,SOFT,30.1,71.0,1010.5,0.0,92.852,0.7319999999999993,SOFT,30.7,72.0,1007.7,0.0,92.378,0.3130000000000024,SOFT,,,,,,,,,29.4,78.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Red Bull Racing,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
NOR,McLaren,Singapore GP,Ground-Effect,31.1,65.0,1008.2,0.0,93.522,0.1720000000000112,SOFT,30.1,69.0,1010.7,0.0,92.711,0.590999999999994,SOFT,31.0,68.0,1007.7,0.0,92.303,0.2379999999999995,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,McLaren,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
HAM,Mercedes,Singapore GP,Ground-Effect,31.0,64.0,1008.2,0.0,93.54,0.1900000000000119,SOFT,29.9,72.0,1010.5,0.0,92.585,0.4649999999999892,SOFT,31.0,68.0,1007.7,0.0,92.535,0.4699999999999988,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Mercedes,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
RUS,Mercedes,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,93.695,0.3449999999999988,SOFT,30.1,68.0,1010.7,0.0,92.355,0.2349999999999994,SOFT,30.7,72.0,1007.7,0.0,92.134,0.0690000000000026,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Mercedes,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
PER,Red Bull Racing,Singapore GP,Ground-Effect,31.0,64.0,1008.2,0.0,93.725,0.375,SOFT,30.1,69.0,1010.7,0.0,92.812,0.6919999999999931,SOFT,30.7,71.0,1007.5,0.0,92.784,0.7190000000000083,SOFT,,,,,,,,,29.4,78.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Red Bull Racing,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
ALO,Aston Martin,Singapore GP,Ground-Effect,31.0,65.0,1008.2,0.0,93.974,0.6240000000000094,SOFT,30.1,69.0,1010.7,0.0,92.478,0.3579999999999899,SOFT,31.0,68.0,1007.5,0.0,93.051,0.9860000000000042,SOFT,,,,,,,,,29.4,78.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Force India-Racing Point-Aston Martin,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
TSU,AlphaTauri,Singapore GP,Ground-Effect,31.1,65.0,1008.2,0.0,94.042,0.6920000000000073,SOFT,30.1,68.0,1010.7,0.0,93.477,1.356999999999999,SOFT,30.6,72.0,1007.7,0.0,92.945,0.8799999999999955,SOFT,,,,,,,,,29.8,76.0,1009.7,0.0,SOFT,2023,2023-2026,0,15,116,Toro Rosso-AlphaTauri-RB-Racing Bulls,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
OCO,Alpine,Singapore GP,Ground-Effect,31.0,64.0,1008.2,0.0,94.066,0.7160000000000082,SOFT,30.0,72.0,1010.7,0.0,93.361,1.2409999999999997,SOFT,31.0,68.0,1007.5,0.0,92.97899999999998,0.9139999999999872,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Alpine-Renault,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
STR,Aston Martin,Singapore GP,Ground-Effect,31.0,65.0,1008.2,0.0,94.568,1.2180000000000035,SOFT,29.9,72.0,1010.5,0.0,93.39,1.269999999999996,SOFT,30.9,69.0,1007.7,0.0,93.126,1.061000000000007,SOFT,,,,,,,,,29.7,76.0,1009.5,0.0,SOFT,2023,2023-2026,0,15,116,Force India-Racing Point-Aston Martin,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
GAS,Alpine,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,94.639,1.2890000000000017,SOFT,30.0,72.0,1010.5,0.0,93.824,1.7039999999999935,SOFT,30.8,71.0,1007.7,0.0,93.351,1.2860000000000014,SOFT,,,,,,,,,29.4,78.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Alpine-Renault,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
ALB,Williams,Singapore GP,Ground-Effect,31.0,65.0,1008.2,0.0,94.657,1.3070000000000022,SOFT,30.0,73.0,1010.2,0.0,95.558,3.4380000000000024,HARD,31.0,68.0,1007.5,0.0,93.37,1.3050000000000068,SOFT,,,,,,,,,29.4,79.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Williams,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
BOT,Alfa Romeo,Singapore GP,Ground-Effect,31.0,65.0,1008.2,0.0,94.802,1.4520000000000124,MEDIUM,30.1,69.0,1010.7,0.0,93.105,0.9849999999999994,SOFT,30.7,71.0,1007.7,0.0,93.54,1.4750000000000083,SOFT,,,,,,,,,29.8,76.0,1009.7,0.0,SOFT,2023,2023-2026,0,15,116,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
MAG,Haas F1 Team,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,94.887,1.537000000000006,SOFT,30.0,72.0,1010.5,0.0,93.017,0.8969999999999914,SOFT,30.8,71.0,1007.7,0.0,92.97,0.9050000000000012,SOFT,,,,,,,,,29.4,78.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Haas F1 Team,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
LAW,AlphaTauri,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,94.894,1.5440000000000111,SOFT,29.9,72.0,1010.5,0.0,93.285,1.164999999999992,SOFT,30.7,72.0,1007.7,0.0,93.357,1.2920000000000016,SOFT,,,,,,,,,29.4,77.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Toro Rosso-AlphaTauri-RB-Racing Bulls,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
HUL,Haas F1 Team,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,94.985,1.6350000000000051,SOFT,30.1,69.0,1010.5,0.0,93.139,1.0189999999999912,SOFT,30.7,71.0,1007.5,0.0,92.896,0.8310000000000031,SOFT,,,,,,,,,29.4,78.0,1010.0,0.0,SOFT,2023,2023-2026,0,15,116,Haas F1 Team,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
ZHO,Alfa Romeo,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,95.456,2.1060000000000088,MEDIUM,30.1,69.0,1010.5,0.0,93.575,1.4549999999999983,SOFT,30.6,72.0,1007.7,0.0,93.637,1.5720000000000027,SOFT,,,,,,,,,29.8,76.0,1009.7,0.0,SOFT,2023,2023-2026,0,15,116,Sauber-Alfa Romeo-Kick Sauber-Audi,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
PIA,McLaren,Singapore GP,Ground-Effect,31.1,64.0,1008.2,0.0,95.474,2.124000000000009,SOFT,30.1,71.0,1010.5,0.0,93.461,1.340999999999994,SOFT,30.9,69.0,1007.7,0.0,92.73,0.6650000000000063,SOFT,,,,,,,,,29.7,75.0,1009.5,0.0,SOFT,2023,2023-2026,0,15,116,McLaren,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
SAR,Williams,Singapore GP,Ground-Effect,31.1,65.0,1008.2,0.0,95.778,2.4280000000000115,SOFT,30.1,69.0,1010.5,0.0,94.327,2.2069999999999936,SOFT,31.0,68.0,1007.5,0.0,93.708,1.643000000000001,SOFT,,,,,,,,,29.8,76.0,1009.7,0.0,SOFT,2023,2023-2026,0,15,116,Williams,Street,Anti-clockwise,4.94,19,Low-speed,830,10,7,2,3.85,Very twisty
VER,Red Bull Racing,Spanish GP,Ground-Effect,24.5,50.0,999.2,0.0,74.60600000000001,0.0,SOFT,23.3,54.0,998.5,0.0,73.907,0.0,SOFT,21.1,71.0,1000.7,0.0,73.664,0.0,SOFT,,,,,,,,,21.1,67.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Red Bull Racing,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
PER,Red Bull Racing,Spanish GP,Ground-Effect,24.7,51.0,999.4,0.0,75.374,0.7679999999999865,SOFT,23.2,54.0,998.5,0.0,74.21900000000001,0.3120000000000118,SOFT,21.2,71.0,1000.7,0.0,73.91399999999999,0.2499999999999858,SOFT,,,,,,,,,21.1,71.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Red Bull Racing,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
OCO,Alpine,Spanish GP,Ground-Effect,24.7,52.0,999.4,0.0,75.418,0.8119999999999976,SOFT,23.3,54.0,998.5,0.0,74.242,0.3350000000000079,SOFT,21.1,71.0,1000.7,0.0,75.26599999999999,1.6019999999999897,MEDIUM,,,,,,,,,21.3,69.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Alpine-Renault,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
DEV,AlphaTauri,Spanish GP,Ground-Effect,24.9,51.0,999.2,0.0,75.50399999999999,0.8979999999999819,SOFT,23.6,53.0,998.5,0.0,74.785,0.8780000000000001,SOFT,21.1,71.0,1000.7,0.0,74.693,1.0289999999999964,SOFT,,,,,,,,,21.1,71.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
GAS,Alpine,Spanish GP,Ground-Effect,24.7,52.0,999.4,0.0,75.545,0.938999999999993,SOFT,23.3,54.0,998.5,0.0,74.457,0.5499999999999972,SOFT,21.1,71.0,1000.7,0.0,75.84100000000001,2.1770000000000067,MEDIUM,,,,,,,,,21.3,69.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Alpine-Renault,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
ALO,Aston Martin,Spanish GP,Ground-Effect,24.3,52.0,999.2,0.0,75.547,0.9409999999999884,SOFT,23.5,53.0,998.5,0.0,74.077,0.1700000000000017,SOFT,21.1,71.0,1000.9,0.0,74.264,0.5999999999999943,SOFT,,,,,,,,,21.3,68.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Force India-Racing Point-Aston Martin,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
MAG,Haas F1 Team,Spanish GP,Ground-Effect,24.6,52.0,999.2,0.0,75.689,1.0829999999999842,SOFT,23.6,53.0,998.5,0.0,74.713,0.8059999999999974,SOFT,21.2,71.0,1000.7,0.0,75.534,1.8700000000000043,SOFT,,,,,,,,,20.5,74.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Haas F1 Team,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
LEC,Ferrari,Spanish GP,Ground-Effect,24.9,51.0,999.2,0.0,75.69399999999999,1.0879999999999797,SOFT,23.2,54.0,998.5,0.0,74.246,0.3389999999999986,SOFT,21.0,71.0,1000.9,0.0,74.35300000000001,0.6890000000000072,SOFT,,,,,,,,,20.5,75.0,1000.9,0.0,SOFT,2023,2023-2026,0,7,108,Ferrari,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
SAI,Ferrari,Spanish GP,Ground-Effect,24.8,50.0,999.2,0.0,75.726,1.1199999999999903,SOFT,23.3,55.0,998.5,0.0,74.274,0.3670000000000044,SOFT,21.0,71.0,1000.9,0.0,74.24000000000001,0.5760000000000076,SOFT,,,,,,,,,21.3,68.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Ferrari,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
RUS,Mercedes,Spanish GP,Ground-Effect,24.7,52.0,999.4,0.0,75.753,1.1469999999999914,SOFT,23.6,53.0,998.5,0.0,74.392,0.4849999999999994,SOFT,21.1,71.0,1000.9,0.0,74.27799999999999,0.6139999999999901,SOFT,,,,,,,,,20.9,71.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Mercedes,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
NOR,McLaren,Spanish GP,Ground-Effect,24.8,51.0,999.4,0.0,75.783,1.1769999999999925,SOFT,23.5,53.0,998.5,0.0,74.694,0.7870000000000061,SOFT,21.2,71.0,1000.7,0.0,74.681,1.016999999999996,SOFT,,,,,,,,,21.3,69.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,McLaren,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
HAM,Mercedes,Spanish GP,Ground-Effect,24.6,52.0,999.2,0.0,75.845,1.23899999999999,SOFT,23.5,52.0,998.5,0.0,74.54899999999999,0.6419999999999959,SOFT,21.1,71.0,1000.9,0.0,74.072,0.4080000000000012,SOFT,,,,,,,,,21.3,69.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Mercedes,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
ZHO,Alfa Romeo,Spanish GP,Ground-Effect,24.7,53.0,999.2,0.0,75.906,1.2999999999999972,SOFT,23.4,53.0,998.5,0.0,74.58500000000001,0.6780000000000115,SOFT,21.0,71.0,1000.9,0.0,74.681,1.016999999999996,SOFT,,,,,,,,,21.1,71.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
TSU,AlphaTauri,Spanish GP,Ground-Effect,24.7,52.0,999.4,0.0,75.915,1.3089999999999975,SOFT,23.6,53.0,998.5,0.0,74.84,0.9330000000000068,SOFT,21.0,71.0,1000.9,0.0,74.65899999999999,0.9949999999999904,SOFT,,,,,,,,,21.1,71.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
STR,Aston Martin,Spanish GP,Ground-Effect,24.6,52.0,999.2,0.0,75.93900000000001,1.3329999999999984,SOFT,23.2,54.0,998.5,0.0,75.01,1.1030000000000086,SOFT,21.2,71.0,1000.7,0.0,74.756,1.0919999999999987,SOFT,,,,,,,,,21.3,69.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Force India-Racing Point-Aston Martin,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
BOT,Alfa Romeo,Spanish GP,Ground-Effect,24.7,53.0,999.2,0.0,75.978,1.3719999999999857,SOFT,23.2,55.0,998.5,0.0,74.44800000000001,0.541000000000011,SOFT,21.2,71.0,1000.7,0.0,74.35999999999999,0.6959999999999837,SOFT,,,,,,,,,20.5,75.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
PIA,McLaren,Spanish GP,Ground-Effect,24.8,51.0,999.4,0.0,76.353,1.7469999999999857,SOFT,23.2,54.0,998.5,0.0,74.583,0.6760000000000019,SOFT,21.2,71.0,1000.7,0.0,75.105,1.4410000000000025,SOFT,,,,,,,,,21.3,69.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,McLaren,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
HUL,Haas F1 Team,Spanish GP,Ground-Effect,24.6,53.0,999.4,0.0,76.461,1.8549999999999895,SOFT,23.3,54.0,998.5,0.0,74.17699999999999,0.269999999999996,SOFT,21.1,71.0,1000.9,0.0,74.988,1.323999999999998,SOFT,,,,,,,,,21.4,67.0,1000.5,0.0,SOFT,2023,2023-2026,0,7,108,Haas F1 Team,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
SAR,Williams,Spanish GP,Ground-Effect,24.7,53.0,999.2,0.0,76.506,1.8999999999999917,SOFT,23.2,55.0,998.5,0.0,75.415,1.5080000000000098,SOFT,21.2,71.0,1000.7,0.0,76.529,2.864999999999995,SOFT,,,,,,,,,20.5,74.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Williams,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
ALB,Williams,Spanish GP,Ground-Effect,24.8,51.0,999.4,0.0,76.63,2.0239999999999867,SOFT,23.2,54.0,998.5,0.0,75.056,1.149000000000001,SOFT,21.2,71.0,1000.7,0.0,75.851,2.1869999999999976,SOFT,,,,,,,,,20.5,74.0,1000.7,0.0,SOFT,2023,2023-2026,0,7,108,Williams,Race,Clockwise,4.66,14,Balanced,1047,4,6,4,3.01,Balanced
VER,Red Bull Racing,United States GP,Ground-Effect,33.9,14.0,995.9,0.0,95.912,0.0,SOFT,,,,,,,,,,,,,,,SQ3,33.0,23.0,994.2,0.0,94.538,0.0,SOFT,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Red Bull Racing,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
LEC,Ferrari,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,96.068,0.1559999999999917,SOFT,,,,,,,,,,,,,,,SQ3,33.0,23.0,994.2,0.0,94.593,0.0550000000000068,SOFT,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Ferrari,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
HAM,Mercedes,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,96.193,0.2809999999999917,SOFT,,,,,,,,,,,,,,,SQ3,32.9,23.0,994.0,0.0,94.607,0.0690000000000026,SOFT,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Mercedes,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
PER,Red Bull Racing,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,96.212,0.2999999999999971,SOFT,,,,,,,,,,,,,,,SQ3,32.9,23.0,994.0,0.0,95.041,0.5030000000000001,SOFT,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Red Bull Racing,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
MAG,Haas F1 Team,United States GP,Ground-Effect,34.0,13.0,995.9,0.0,96.472,0.5599999999999881,SOFT,,,,,,,,,,,,,,,SQ1,32.5,23.0,994.7,0.0,96.922,0.9249999999999972,MEDIUM,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Haas F1 Team,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
RUS,Mercedes,United States GP,Ground-Effect,34.0,13.0,995.9,0.0,96.474,0.5619999999999976,SOFT,,,,,,,,,,,,,,,SQ3,32.9,23.0,994.0,0.0,95.199,0.6610000000000014,SOFT,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Mercedes,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
ALB,Williams,United States GP,Ground-Effect,34.0,13.0,995.9,0.0,96.492,0.5799999999999983,SOFT,,,,,,,,,,,,,,,SQ3,33.0,23.0,994.2,0.0,95.366,0.828000000000003,SOFT,35.5,12.0,993.2,0.0,SOFT,2023,2023-2026,1,18,119,Williams,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
SAI,Ferrari,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,96.533,0.6209999999999951,SOFT,,,,,,,,,,,,,,,SQ3,32.9,23.0,994.0,0.0,94.939,0.4009999999999962,SOFT,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Ferrari,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
HUL,Haas F1 Team,United States GP,Ground-Effect,33.8,13.0,995.7,0.0,96.702,0.789999999999992,SOFT,,,,,,,,,,,,,,,SQ1,32.5,23.0,994.7,0.0,96.749,0.7519999999999953,MEDIUM,35.5,12.0,993.2,0.0,SOFT,2023,2023-2026,1,18,119,Haas F1 Team,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
GAS,Alpine,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,96.705,0.7929999999999922,SOFT,,,,,,,,,,,,,,,SQ3,33.0,23.0,994.2,0.0,95.897,1.3590000000000089,SOFT,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Alpine-Renault,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
SAR,Williams,United States GP,Ground-Effect,33.8,13.0,995.7,0.0,96.987,1.0749999999999886,SOFT,,,,,,,,,,,,,,,SQ1,32.5,22.0,994.5,0.0,97.186,1.1890000000000072,MEDIUM,35.4,12.0,993.2,0.0,SOFT,2023,2023-2026,1,18,119,Williams,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
OCO,Alpine,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,97.066,1.1539999999999964,SOFT,,,,,,,,,,,,,,,SQ2,32.5,23.0,994.4,0.0,96.137,0.9560000000000032,MEDIUM,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Alpine-Renault,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
TSU,AlphaTauri,United States GP,Ground-Effect,33.9,14.0,995.9,0.0,97.104,1.191999999999993,SOFT,,,,,,,,,,,,,,,SQ1,32.2,23.0,994.5,0.0,96.945,0.9479999999999932,MEDIUM,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
RIC,AlphaTauri,United States GP,Ground-Effect,33.8,13.0,995.7,0.0,97.152,1.2399999999999949,SOFT,,,,,,,,,,,,,,,SQ2,32.5,23.0,994.4,0.0,95.978,0.796999999999997,MEDIUM,35.6,13.0,993.0,0.0,SOFT,2023,2023-2026,1,18,119,Toro Rosso-AlphaTauri-RB-Racing Bulls,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
NOR,McLaren,United States GP,Ground-Effect,33.5,14.0,996.0,0.0,97.256,1.343999999999994,MEDIUM,,,,,,,,,,,,,,,SQ3,33.0,23.0,994.2,0.0,94.639,0.100999999999999,SOFT,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,McLaren,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
ZHO,Alfa Romeo,United States GP,Ground-Effect,34.1,13.0,995.7,0.0,97.418,1.5060000000000002,SOFT,,,,,,,,,,,,,,,SQ2,32.5,23.0,994.4,0.0,96.182,1.0010000000000048,MEDIUM,35.5,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
BOT,Alfa Romeo,United States GP,Ground-Effect,33.8,14.0,996.0,0.0,97.517,1.6049999999999898,SOFT,,,,,,,,,,,,,,,SQ1,32.5,22.0,994.5,0.0,96.922,0.9249999999999972,MEDIUM,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,Sauber-Alfa Romeo-Kick Sauber-Audi,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
ALO,Aston Martin,United States GP,Ground-Effect,33.7,14.0,996.0,0.0,97.84,1.9279999999999973,HARD,,,,,,,,,,,,,,,SQ2,32.5,23.0,994.4,0.0,96.087,0.906000000000006,MEDIUM,35.5,12.0,993.2,0.0,SOFT,2023,2023-2026,1,18,119,Force India-Racing Point-Aston Martin,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
PIA,McLaren,United States GP,Ground-Effect,32.5,16.0,996.5,0.0,98.42,2.507999999999996,MEDIUM,,,,,,,,,,,,,,,SQ3,33.0,23.0,994.2,0.0,94.894,0.3560000000000087,SOFT,35.4,13.0,992.9,0.0,SOFT,2023,2023-2026,1,18,119,McLaren,Race,Anti-clockwise,5.51,20,Balanced,1000,5,8,7,3.63,Twisty
